timestamp,T_obs,P_true,P_obs,P_pred,F_obs,R_obs,physics_residual,physics_violation,anomaly_flag,anomaly_type
06-10-2025 01:48,304.602,169.702,169.95,169.759,133.004,780.274,0.192,FALSE,0,none
06-10-2025 01:49,304.975,169.472,168.85,169.698,133.713,781.379,0.849,FALSE,0,none
06-10-2025 01:50,304.944,169.044,169.489,169.511,132.897,781.374,0.022,FALSE,0,none
06-10-2025 01:51,304.581,169.515,169.417,168.961,133.958,780.923,0.456,FALSE,0,none
06-10-2025 01:52,304.145,168.977,168.753,169.494,133.716,781.594,0.741,FALSE,0,none
06-10-2025 01:53,303.843,168.339,168.198,168.99,132.976,781.924,0.792,FALSE,0,none
06-10-2025 01:54,303.946,168.915,168.506,168.366,132.554,780.822,0.14,FALSE,0,none
06-10-2025 01:55,304.042,169.085,169.849,168.985,131.193,777.853,0.864,FALSE,0,none
06-10-2025 01:56,303.663,168.471,168.079,169.062,131.073,778.336,0.982,FALSE,0,none
06-10-2025 01:57,304.382,168.441,167.992,168.48,132.026,777.874,0.488,FALSE,0,none
06-10-2025 01:58,304.351,168.172,168.094,168.484,131.113,777.698,0.391,FALSE,0,none
06-10-2025 01:59,304.185,168.879,168.465,168.134,131.53,775.905,0.33,FALSE,0,none
06-10-2025 02:00,304.423,168.695,168.732,168.816,133.155,775.558,0.084,FALSE,0,none
06-10-2025 02:01,304.602,168.935,169.427,168.669,133.93,774.627,0.758,FALSE,0,none
06-10-2025 02:02,304.691,168.926,168.975,168.937,134.023,774.7,0.038,FALSE,0,none
06-10-2025 02:03,304.281,169.608,169.71,168.89,134.127,775.572,0.82,FALSE,0,none
06-10-2025 02:04,304.985,169.723,169.635,169.621,135.166,779.751,0.014,FALSE,0,none
06-10-2025 02:05,304.577,170.222,169.909,169.643,136.112,779.969,0.266,FALSE,0,none
06-10-2025 02:06,305.649,170.611,170.524,170.341,135.373,778.139,0.183,FALSE,0,none
06-10-2025 02:07,305.321,170.409,170.725,170.685,133.323,776.947,0.04,FALSE,0,none
06-10-2025 02:08,304.915,170.367,170.774,170.366,133.556,777.496,0.408,FALSE,0,none
06-10-2025 02:09,305.828,170.279,170.292,170.386,134.589,776.205,0.094,FALSE,0,none
06-10-2025 02:10,305.35,169.92,170.183,170.207,135.158,773.433,0.023,FALSE,0,none
06-10-2025 02:11,306.239,169.388,169.156,169.926,136.412,772.378,0.771,FALSE,0,none
06-10-2025 02:12,305.351,169.925,169.77,169.245,137.833,772.037,0.525,FALSE,1,drift
06-10-2025 02:13,305.943,169.016,168.595,170.046,136.3,770.728,1.451,FALSE,1,drift
06-10-2025 02:14,305.916,169.672,170.093,169.006,136.415,769.724,1.088,FALSE,1,drift
06-10-2025 02:15,306.198,169.075,169.021,169.743,135.416,769.341,0.723,FALSE,1,drift
06-10-2025 02:16,306.227,169.322,169.072,169.05,136.003,770.667,0.022,FALSE,1,drift
06-10-2025 02:17,305.634,169.06,169.388,169.352,134.539,773.119,0.036,FALSE,1,drift
06-10-2025 02:18,305.772,168.277,168.888,169.11,133.868,776.106,0.223,FALSE,1,drift
06-10-2025 02:19,305.801,168.789,168.915,168.216,135.128,776.11,0.699,FALSE,1,drift
06-10-2025 02:20,306.802,167.577,167.312,168.776,136.957,775.482,1.464,FALSE,1,drift
06-10-2025 02:21,307.254,167.98,168.18,167.582,137.668,778.092,0.598,FALSE,1,drift
06-10-2025 02:22,306.735,167.97,168.369,167.906,138.416,780.068,0.463,FALSE,1,drift
06-10-2025 02:23,305.822,168.471,169.006,167.945,137.29,775.839,1.06,FALSE,1,drift
06-10-2025 02:24,305.658,168.737,169.356,168.424,138.071,778.715,0.932,FALSE,1,drift
06-10-2025 02:25,305.667,168.954,169.393,168.648,139.76,775.811,0.745,FALSE,1,drift
06-10-2025 02:26,304.787,169.334,169.702,168.886,139.755,776.45,0.817,FALSE,1,drift
06-10-2025 02:27,304.747,169.85,170.531,169.431,137.739,776.14,1.099,FALSE,1,drift
06-10-2025 02:28,304.071,169.986,170.094,169.761,138.47,776.742,0.333,FALSE,1,drift
06-10-2025 02:29,303.58,169.798,170.042,169.965,138.014,774.49,0.076,FALSE,1,drift
06-10-2025 02:30,303.531,169.624,169.97,169.739,139.029,772.396,0.231,FALSE,1,drift
06-10-2025 02:31,303.765,169.717,170.178,169.664,138.553,770.698,0.515,FALSE,1,drift
06-10-2025 02:32,303.693,169.625,169.833,169.758,137.575,769.488,0.075,FALSE,1,drift
06-10-2025 02:33,303.076,170.567,171.512,169.474,139.602,769.461,2.038,FALSE,1,drift
06-10-2025 02:34,302.711,170.48,170.799,170.524,139.868,769.139,0.276,FALSE,1,drift
06-10-2025 02:35,302.586,169.865,169.771,170.44,140.533,770.558,0.669,FALSE,1,drift
06-10-2025 02:36,302.308,169.808,170.846,169.868,140.005,769.905,0.978,FALSE,1,drift
06-10-2025 02:37,301.146,169.374,170.3,169.793,138.539,772.539,0.507,FALSE,1,drift
06-10-2025 02:38,301.963,170.43,171.213,169.451,138.348,773.58,1.762,FALSE,1,drift
06-10-2025 02:39,302.108,170.338,171.31,170.289,141.485,775.701,1.021,FALSE,1,drift
06-10-2025 02:40,302.034,170.688,171.582,170.371,140.572,772.36,1.211,FALSE,1,drift
06-10-2025 02:41,302.125,170.983,172.222,170.725,139.863,769.403,1.497,FALSE,1,drift
06-10-2025 02:42,301.791,171.487,172.177,171.014,138.832,772.681,1.163,FALSE,1,drift
06-10-2025 02:43,302.223,171.644,173.115,171.525,138.88,775.527,1.59,FALSE,1,drift
06-10-2025 02:44,302.251,171.493,172.757,171.692,138.074,778.446,1.065,FALSE,1,drift
06-10-2025 02:45,302.509,171.585,172.412,171.561,137.096,777.923,0.851,FALSE,1,drift
06-10-2025 02:46,302.059,171.005,171.814,171.618,135.778,779.636,0.196,FALSE,1,drift
06-10-2025 02:47,303.003,171.074,172.187,171.149,134.451,780.613,1.038,FALSE,1,drift
06-10-2025 02:48,302.663,171.962,172.723,171.065,134.041,779.275,1.658,FALSE,1,drift
06-10-2025 02:49,302.218,172.284,173.35,171.916,134.17,777.467,1.434,FALSE,1,drift
06-10-2025 02:50,302.342,172.238,173.799,172.291,134.198,776.852,1.508,FALSE,1,drift
06-10-2025 02:51,301.876,173.234,174.476,172.228,133.701,778.228,2.248,FALSE,1,drift
06-10-2025 02:52,302.117,172.993,174.839,173.298,132.805,778.286,1.541,FALSE,1,drift
06-10-2025 02:53,302.482,173.275,174.291,173.104,131.221,779.231,1.187,FALSE,1,drift
06-10-2025 02:54,302.139,173.06,174.472,173.211,131.886,777.559,1.261,FALSE,1,drift
06-10-2025 02:55,301.226,172.961,174.107,173.063,130.349,777.517,1.044,FALSE,1,drift
06-10-2025 02:56,301.349,173.21,174.484,173.013,129.543,778.657,1.471,FALSE,1,drift
06-10-2025 02:57,300.512,173.424,174.94,173.136,129.579,776.091,1.804,FALSE,1,drift
06-10-2025 02:58,300.183,173.286,174.461,173.387,129.728,774.24,1.074,FALSE,1,drift
06-10-2025 02:59,299.99,172.794,173.961,173.212,130.836,772.965,0.748,FALSE,1,drift
06-10-2025 03:00,300.408,173.797,175.112,172.881,129.802,773.91,2.231,FALSE,1,drift
06-10-2025 03:01,301.127,174.021,175.344,173.97,127.432,772.196,1.374,FALSE,1,drift
06-10-2025 03:02,301.41,173.531,174.742,174.049,127.341,772.828,0.693,FALSE,1,drift
06-10-2025 03:03,301.101,172.984,174.961,173.495,127.541,772.402,1.466,FALSE,1,drift
06-10-2025 03:04,301.679,174.008,175.491,173.013,127.908,772.965,2.478,FALSE,1,drift
06-10-2025 03:05,301.465,175.24,177.092,174.008,127.531,771.985,3.084,TRUE,1,drift
06-10-2025 03:06,301.655,175.44,177.3,175.272,127.222,772.455,2.029,FALSE,1,drift
06-10-2025 03:07,302.684,175.165,177.135,175.472,128.207,771.691,1.663,FALSE,1,drift
06-10-2025 03:08,303.271,175.385,176.676,175.218,127.908,767.506,1.458,FALSE,1,drift
06-10-2025 03:09,302.751,175.276,176.893,175.429,126.148,766.716,1.464,FALSE,1,drift
06-10-2025 03:10,302.746,175.474,177.432,175.187,127.943,767.286,2.244,FALSE,1,drift
06-10-2025 03:11,302.623,175.583,177.18,175.408,128.883,762.777,1.772,FALSE,1,drift
06-10-2025 03:12,302.728,175.526,177.783,175.542,129.76,759.756,2.241,FALSE,1,drift
06-10-2025 03:13,303.286,175.504,176.977,175.547,130.199,758.877,1.43,FALSE,1,drift
06-10-2025 03:14,303.586,175.301,177.417,175.411,132.569,759.196,2.006,FALSE,1,drift
06-10-2025 03:15,303.692,175.798,177.564,175.324,132.197,757.45,2.24,FALSE,1,drift
06-10-2025 03:16,304.089,175.772,178.017,175.869,131.43,757.556,2.148,FALSE,1,drift
06-10-2025 03:17,303.829,176.752,178.792,175.724,132.001,758.186,3.068,TRUE,1,drift
06-10-2025 03:18,304.329,177.886,179.622,176.812,131.581,757.605,2.81,FALSE,1,drift
06-10-2025 03:19,303.818,177.675,179.94,177.864,131.229,758.322,2.075,FALSE,1,drift
06-10-2025 03:20,304.177,177.569,179.098,177.749,130.401,760.019,1.349,FALSE,1,drift
06-10-2025 03:21,304.834,177.578,179.552,177.603,130.912,763.723,1.949,FALSE,1,drift
06-10-2025 03:22,304.423,177.275,179.246,177.596,129.763,760.097,1.65,FALSE,1,drift
06-10-2025 03:23,305.149,177.72,179.988,177.295,130.519,759.935,2.693,FALSE,1,drift
06-10-2025 03:24,305.263,178.383,179.744,177.791,129.491,764.777,1.953,FALSE,1,drift
06-10-2025 03:25,305.302,179.02,181.287,178.378,129.703,766.155,2.909,FALSE,1,drift
06-10-2025 03:26,305.516,178.913,181.252,179.017,130.028,764.493,2.234,FALSE,1,drift
06-10-2025 03:27,305.724,178.726,180.744,178.836,132.01,767.111,1.908,FALSE,1,drift
06-10-2025 03:28,306.492,177.809,180.003,178.804,131.589,765.046,1.199,FALSE,1,drift
06-10-2025 03:29,306.397,177.47,179.796,177.798,131.736,767.16,1.998,FALSE,1,drift
06-10-2025 03:30,305.518,176.851,179.481,177.317,133.357,766.758,2.163,FALSE,1,drift
06-10-2025 03:31,305.277,176.318,178.044,176.872,132.428,763.364,1.172,FALSE,1,drift
06-10-2025 03:32,305.662,176.092,178.48,176.336,132.589,760.718,2.144,FALSE,1,drift
06-10-2025 03:33,304.987,175.904,178.482,176.057,132.341,764.002,2.425,FALSE,1,drift
06-10-2025 03:34,304.832,175.948,178.6,175.961,130.926,763.44,2.639,FALSE,1,drift
06-10-2025 03:35,304.671,176.745,179.173,176.065,128.324,763.265,3.108,TRUE,1,drift
06-10-2025 03:36,304.533,177.284,179.979,176.701,129.129,766.896,3.278,TRUE,1,drift
06-10-2025 03:37,305.073,176.768,179.299,177.331,128.964,764.599,1.969,FALSE,1,drift
06-10-2025 03:38,306.334,177.075,179.996,176.861,129.129,764.554,3.135,TRUE,1,drift
06-10-2025 03:39,306.291,176.656,179.018,177.056,129.431,764.192,1.962,FALSE,1,drift
06-10-2025 03:40,305.972,176.726,179.169,176.652,128.987,764.056,2.517,FALSE,1,drift
06-10-2025 03:41,305.671,177.388,180.198,176.733,128.379,764.198,3.466,TRUE,1,drift
06-10-2025 03:42,305.515,177.041,179.936,177.284,129.992,758.825,2.652,FALSE,1,drift
06-10-2025 03:43,306.033,176.513,179.395,177.007,131.338,754.634,2.388,FALSE,1,drift
06-10-2025 03:44,305.832,176.531,179.164,176.505,131.06,751.796,2.659,FALSE,1,drift
06-10-2025 03:45,305.414,177.216,179.883,176.555,130.044,755.292,3.328,TRUE,1,drift
06-10-2025 03:46,305.854,178.188,181.004,177.185,131.415,756.709,3.819,TRUE,1,drift
06-10-2025 03:47,305.261,177.856,180.375,178.164,130.983,757.654,2.211,FALSE,1,drift
06-10-2025 03:48,304.623,177.829,180.464,177.763,131.792,757.135,2.7,FALSE,1,drift
06-10-2025 03:49,304.413,177.911,181.259,177.774,132.594,757.988,3.485,TRUE,1,drift
06-10-2025 03:50,304.21,177.118,180.007,177.829,133.84,755.786,2.178,FALSE,1,drift
06-10-2025 03:51,304.497,176.368,179.179,177.106,134.514,755.138,2.073,FALSE,1,drift
06-10-2025 03:52,304.638,176.604,179.428,176.441,133.34,756.96,2.987,FALSE,1,drift
06-10-2025 03:53,304.522,176.433,179.548,176.62,132.901,759.023,2.927,FALSE,1,drift
06-10-2025 03:54,304.147,175.762,179.452,176.462,131.578,755.865,2.989,FALSE,1,drift
06-10-2025 03:55,304.43,176.194,179.627,175.851,130.389,759.345,3.776,TRUE,1,drift
06-10-2025 03:56,303.366,176.051,178.775,176.02,132.184,759.72,2.755,FALSE,1,drift
06-10-2025 03:57,303.301,176.076,179.607,176.07,131.728,760.47,3.537,TRUE,1,drift
06-10-2025 03:58,303.266,175.466,178.392,176.013,132.923,760.646,2.379,FALSE,1,drift
06-10-2025 03:59,303.325,174.631,177.642,175.484,132.645,760.479,2.159,FALSE,1,drift
06-10-2025 04:00,303.462,174.418,177.514,174.717,131.021,757.73,2.797,FALSE,1,drift
06-10-2025 04:01,303.816,174.457,177.37,174.433,131.287,757.324,2.937,FALSE,1,drift
06-10-2025 04:02,303.806,174.078,177.758,174.432,131.728,756.208,3.327,TRUE,1,drift
06-10-2025 04:03,303.398,173.478,176.629,174.027,132.015,754.22,2.602,FALSE,1,drift
06-10-2025 04:04,303.585,173.392,176.117,173.578,130.403,756.257,2.539,FALSE,1,drift
06-10-2025 04:05,303.804,173.413,176.543,173.395,130.757,758.191,3.148,TRUE,1,drift
06-10-2025 04:06,304.617,174.122,177.595,173.415,131.867,754.468,4.181,TRUE,1,drift
06-10-2025 04:07,303.955,174.171,177.099,174.096,131.333,754.498,3.003,TRUE,1,drift
06-10-2025 04:08,304.194,173.489,177.043,174.223,130.701,754.849,2.821,FALSE,1,drift
06-10-2025 04:09,303.795,172.466,175.703,173.477,130.186,752.012,2.225,FALSE,1,drift
06-10-2025 04:10,303.314,171.26,175.127,172.486,128.933,750.05,2.641,FALSE,1,drift
06-10-2025 04:11,303.825,171.523,175.222,171.353,128.089,755.314,3.869,TRUE,1,drift
06-10-2025 04:12,304.052,170.997,174.613,171.523,128.383,753.571,3.09,TRUE,1,drift
06-10-2025 04:13,304.382,171.296,174.453,171.047,127.916,753.797,3.406,TRUE,1,drift
06-10-2025 04:14,305.64,171.991,175.255,171.401,127.93,756.077,3.855,TRUE,1,drift
06-10-2025 04:15,305.26,172.259,175.766,171.963,128.005,759.588,3.803,TRUE,1,drift
06-10-2025 04:16,304.921,172.025,175.667,172.138,129.928,760.956,3.529,TRUE,1,drift
06-10-2025 04:17,304.615,172.891,177.09,171.967,130.661,762.846,5.123,TRUE,1,drift
06-10-2025 04:18,304.903,172.755,176.614,172.985,129.187,761.327,3.629,TRUE,1,drift
06-10-2025 04:19,304.754,172.292,175.977,172.744,129.217,762.512,3.233,TRUE,1,drift
06-10-2025 04:20,304.819,172.527,176.799,172.36,127.985,763.21,4.439,TRUE,1,drift
06-10-2025 04:21,305.101,172.907,176.739,172.52,128.655,765.306,4.219,TRUE,1,drift
06-10-2025 04:22,305.492,171.617,175.636,172.91,129.221,765.089,2.727,FALSE,1,drift
06-10-2025 04:23,304.634,172.078,176.462,171.522,129.755,765.429,4.94,TRUE,1,drift
06-10-2025 04:24,304.747,171.328,175.492,172.141,128.579,763.189,3.351,TRUE,1,drift
06-10-2025 04:25,305.25,170.342,174.452,171.368,128.647,764.486,3.085,TRUE,1,drift
06-10-2025 04:26,305.238,170.166,174.348,170.338,128.783,766.291,4.01,TRUE,1,drift
06-10-2025 04:27,304.953,169.599,173.617,170.131,128.985,765.285,3.486,TRUE,1,drift
06-10-2025 04:28,304.711,169.799,173.878,169.591,128.781,765.652,4.287,TRUE,1,drift
06-10-2025 04:29,304.448,169.884,173.505,169.706,130.143,763.785,3.799,TRUE,1,drift
06-10-2025 04:30,304.333,170.052,173.965,169.897,129.803,766.61,4.068,TRUE,1,drift
06-10-2025 04:31,304.409,170.607,174.749,169.995,130.936,763.556,4.754,TRUE,1,drift
06-10-2025 04:32,304.521,170.409,174.734,170.567,131.92,763.653,4.167,TRUE,1,drift
06-10-2025 04:33,305.031,170.661,174.746,170.477,131.494,766.403,4.269,TRUE,1,drift
06-10-2025 04:34,306.155,169.928,174.889,170.762,131.223,765.43,4.127,TRUE,1,drift
06-10-2025 04:35,306.851,170.378,174.888,169.897,132.897,764.307,4.991,TRUE,1,drift
06-10-2025 04:36,306.607,170.112,174.49,170.362,132.7,761.547,4.128,TRUE,1,drift
06-10-2025 04:37,306.114,169.973,173.874,170.115,131.783,759.953,3.759,TRUE,1,drift
06-10-2025 04:38,306.067,169.788,174.134,169.959,132.108,763.005,4.175,TRUE,1,drift
06-10-2025 04:39,305.537,169.641,174.188,169.691,133.182,762.512,4.497,TRUE,1,drift
06-10-2025 04:40,305.485,169.41,173.805,169.594,133.941,760.204,4.211,TRUE,1,drift
06-10-2025 04:41,305.648,168.33,172.743,169.412,134.188,761.137,3.331,TRUE,1,drift
06-10-2025 04:42,305.765,168.83,173.265,168.21,136.722,759.806,5.055,TRUE,1,drift
06-10-2025 04:43,305.47,168.507,172.808,168.832,136.165,758.646,3.976,TRUE,1,drift
06-10-2025 04:44,305.124,168.235,172.401,168.422,137.423,761.444,3.98,TRUE,1,drift
